city,date,fare,ride_id
Lake Robertstad,2017-01-02 22:51:52,12.78,5171038836369
Catherinebury,2017-01-02 20:10:23,23.44,7173014521359
New Holly,2017-01-02 06:10:10,36.53,5532989342918
West Nancy,2017-01-03 05:52:34,23.02,2358887724846
West Kennethland,2017-01-01 23:01:42,34.08,8636333815251
New Holly,2017-01-01 06:15:52,7.05,7350549802751
Scottside,2017-01-01 12:42:32,37.52,9302374671420
Melissaborough,2017-01-01 16:26:35,36.0,0777844586945
New Charlotte,2017-01-01 22:57:20,11.65,6851069198559
Lindseymouth,2017-01-02 04:53:22,37.93,3147593703431
Port Brianborough,2017-01-03 09:02:02,38.2,3791747842059
New Catherine,2017-01-01 04:55:08,33.23,3866689660006
West Kennethland,2017-01-02 21:00:20,30.13,3605701964865
Evansburgh,2017-01-01 15:05:35,15.22,2120263924689
New Charlotte,2017-01-01 01:14:45,11.51,7690652769139
North Audreyfort,2017-01-02 01:10:41,39.09,4989284442811
North Audreyfort,2017-01-03 03:46:04,16.19,5292001583469
Floresbury,2017-01-01 18:38:05,8.76,8606057327675
North Krystal,2017-01-01 15:00:33,15.51,8338530064677
Piercetown,2017-01-02 04:21:36,22.38,7262991785363
Lake Charlesside,2017-01-01 10:25:11,32.45,4051706867691
North Karenfort,2017-01-02 23:20:36,32.68,2193230441083
New Katherine,2017-01-01 18:13:14,27.65,7045060419969
West Nathanville,2017-01-01 17:37:47,19.73,4967808920298
North Audreyfort,2017-01-01 16:31:10,18.3,0039842894423
West Kennethland,2017-01-01 20:51:35,8.19,2553980119005
North Sandra,2017-01-01 21:08:46,4.43,7807774106852
New Adrian,2017-01-02 13:36:41,41.9,5988820028419
Smithland,2017-01-02 08:47:12,14.0,3758273703278
Piercetown,2017-01-03 03:03:31,9.16,0271108036226
New Christina,2017-01-02 03:36:48,32.86,3880626418734
East Rose,2017-01-03 04:02:11,31.4,8924335052836
Turnershire,2017-01-03 05:32:27,24.95,8435368290848
West Kennethland,2017-01-03 12:23:37,40.19,3027224961785
Lake Robertstad,2017-01-01 23:39:54,21.02,3805719961096
Michaelfurt,2017-01-03 08:31:38,15.83,9526062324867
North Sandra,2017-01-03 08:37:17,7.2,1643828917946
North Karenfort,2017-01-01 10:22:43,43.49,0211976851620
New Catherine,2017-01-02 14:56:32,41.53,7962875278409
Port Sandraport,2017-01-02 09:26:30,8.51,9451082885015
West Nancy,2017-01-03 04:49:30,11.69,5611575603951
South Mariahaven,2017-01-01 11:59:46,5.09,6579642822072
Catherinebury,2017-01-02 22:47:53,36.99,6100106148805
North Audreyfort,2017-01-03 07:33:46,17.31,2439565682655
Port Meghanton,2017-01-02 07:49:54,28.15,6578145417228
Port Stacyfort,2017-01-02 05:15:24,24.07,2753562713915
South John,2017-01-02 12:54:19,13.12,7790982279312
Lake Robertstad,2017-01-02 09:19:46,6.99,9107669467968
Tammyburgh,2017-01-01 05:28:50,37.84,8096350011706
New Jasonfort,2017-01-01 14:34:56,42.44,4843598603439
East Jermaine,2017-01-01 10:03:58,25.47,4596153342334
East Jermaine,2017-01-02 01:02:52,30.19,6793352302123
Lindseymouth,2017-01-02 21:01:11,10.2,6869540245692
North Rachaelberg,2017-01-01 16:05:23,24.49,8268959476938
North Rachaelberg,2017-01-01 14:35:56,33.38,1881478580091
Markborough,2017-01-03 10:14:46,12.99,8730870499513
Joefort,2017-01-03 08:26:35,39.02,7184197752201
Alexisfort,2017-01-01 03:53:07,29.74,3438621908868
East Karenmouth,2017-01-01 07:47:14,5.55,7766822261748
East Karenmouth,2017-01-01 12:34:28,44.92,0958435129332
Mathewfurt,2017-01-03 11:24:21,8.97,3255761981151
Turnershire,2017-01-02 20:00:27,18.82,1506169003467
West Kennethland,2017-01-01 17:09:06,28.82,1389852355100
New Christina,2017-01-01 04:10:46,39.46,3615757330590
New Shawnville,2017-01-02 10:54:23,17.35,8612057715145
Scottside,2017-01-01 02:57:51,9.27,9948203380776
Suzanneborough,2017-01-01 03:09:42,23.43,6614483422439
Port Angelaberg,2017-01-01 17:14:46,24.2,7842006358586
Jillmouth,2017-01-02 13:28:19,14.99,6982988321237
Brianfurt,2017-01-01 21:51:36,43.39,8634644561010
New Shawnville,2017-01-02 13:23:05,37.29,8485446908448
West Robertchester,2017-01-03 02:45:17,29.71,3520733585331
New Catherine,2017-01-03 09:35:35,38.82,5976444184840
Jamesbury,2017-01-03 09:43:33,27.52,7635082841796
New Jasonfort,2017-01-01 04:20:28,5.74,3765507257025
North Audreyfort,2017-01-02 10:38:16,25.08,9757925687069
West Nancy,2017-01-02 07:40:32,35.48,3476454362501
New Jonathanberg,2017-01-02 11:53:42,24.86,4373688200106
Catherinebury,2017-01-01 15:14:51,25.92,8659134476995
Floresbury,2017-01-02 09:30:05,8.44,3109492958589
Turnershire,2017-01-02 05:39:28,33.44,6101269970166
Port Albert,2017-01-03 03:36:15,21.81,7350267985491
North Krystal,2017-01-01 22:09:16,30.55,8765845085835
North Audreyfort,2017-01-03 05:17:02,35.94,2343028062017
Lake David,2017-01-01 05:09:41,10.42,4862609486588
South Mariahaven,2017-01-03 04:30:45,16.19,5860198401615
East Rose,2017-01-01 12:26:08,12.66,7512692511984
Floresbury,2017-01-02 20:08:00,24.17,2155672521723
East James,2017-01-01 10:22:01,41.78,0887227155030
East Jermaine,2017-01-02 01:34:48,36.4,5486563699397
Michaelfurt,2017-01-01 10:21:00,7.75,9183191696434
Curtismouth,2017-01-03 00:44:17,27.37,4826757158537
Alexisfort,2017-01-01 11:50:49,15.91,1012580482472
North Rachaelberg,2017-01-01 14:22:54,34.96,4268692259038
North Krystal,2017-01-02 08:11:19,24.39,6984906581600
East Jermaine,2017-01-03 03:28:38,18.66,7881743578468
Jillmouth,2017-01-02 03:57:51,17.76,2131938471834
Michaelfurt,2017-01-02 11:54:29,36.61,6726483491169
Turnershire,2017-01-01 22:48:09,30.62,6925008358981
Port Brianborough,2017-01-02 04:30:12,31.06,4637512863630
West Nancy,2017-01-01 04:14:34,43.42,3369239784745
Port Michael,2017-01-01 11:09:26,20.3,5037912722268
East Karenmouth,2017-01-01 12:30:58,14.93,8183780276161
Port Meghanton,2017-01-01 15:00:14,24.24,5436635719324
South Mariahaven,2017-01-03 05:09:29,22.46,9776939750958
Catherinebury,2017-01-02 16:38:05,43.51,7001646572527
Turnershire,2017-01-02 18:24:24,11.38,4869033194942
North Rachaelberg,2017-01-01 01:23:15,33.39,4174702549726
Mathewfurt,2017-01-02 10:55:43,16.68,7834474789900
East Jermaine,2017-01-03 09:12:48,5.86,2796137973185
Lake David,2017-01-01 01:06:34,35.92,4557580952367
Melissaborough,2017-01-02 04:10:51,23.86,7632447727924
Lake Robertstad,2017-01-03 10:43:34,10.63,2257367085067
Port Stacyfort,2017-01-01 18:49:26,12.27,0692349694615
Joefort,2017-01-02 04:14:01,35.62,9886007624026
Thomashaven,2017-01-03 08:30:17,17.34,2520204217205
Lake Charlesside,2017-01-01 23:30:42,41.58,5977752677420
West Nancy,2017-01-01 06:26:26,39.76,7407889426502
Jillmouth,2017-01-02 20:30:15,41.48,7791014500541
Alexisfort,2017-01-01 08:35:47,5.75,0689677502842
West Kennethland,2017-01-01 17:34:01,15.12,4865160099280
East James,2017-01-02 02:37:51,36.21,6289760829029
Mathewfurt,2017-01-01 01:05:25,36.57,7934533987381
North Krystal,2017-01-02 20:56:25,36.99,6501705066680
Port Angelaberg,2017-01-01 03:51:23,14.14,4185035939375
Lake Charlesside,2017-01-02 18:56:58,23.87,0765605771228
West Nancy,2017-01-02 07:22:33,29.14,5721571995599
Port Stacyfort,2017-01-01 01:07:14,41.73,7199339728952
Smithland,2017-01-02 02:23:03,21.77,0660134383600
Port Sandraport,2017-01-02 16:01:57,31.88,2388848974751
Lake Robertstad,2017-01-02 14:40:25,22.79,3451398084429
West Nathanville,2017-01-02 16:54:04,21.44,2150241004744
Thomashaven,2017-01-02 02:15:17,7.9,7632049867158
Smithland,2017-01-01 23:17:04,4.99,0021042862326
Markborough,2017-01-01 01:51:38,16.72,4856098164447
New Adrian,2017-01-02 22:21:35,21.81,1974596143566
New Timothy,2017-01-02 00:22:39,38.96,8370991359909
Port Meghanton,2017-01-01 14:04:30,9.7,4341141252214
Lake Robertstad,2017-01-02 16:55:24,16.18,4571475164383
West Robertchester,2017-01-01 01:58:25,16.68,1507623167916
Port Michael,2017-01-02 18:04:32,9.91,4430903560985
Thomashaven,2017-01-01 13:40:05,30.78,7614673837820
North Karenfort,2017-01-01 20:55:18,18.27,8964120862431
North Audreyfort,2017-01-02 18:35:07,19.66,8198651789091
New Charlotte,2017-01-03 11:33:50,6.49,1398143491038
East Jermaine,2017-01-02 11:02:14,10.96,9024327129863
West Kennethland,2017-01-02 08:59:07,32.3,4152805310948
New Holly,2017-01-01 17:42:57,9.21,8797898809755
New Adrian,2017-01-03 05:17:12,37.87,8776101792855
New Shawnville,2017-01-03 09:50:38,14.86,7845972282237
New Robin,2017-01-02 20:32:17,39.57,2684818167513
Lindseymouth,2017-01-03 04:14:25,19.83,7913251505442
Floresbury,2017-01-02 11:18:42,18.82,4945084726919
New Christina,2017-01-01 14:47:03,8.25,6552675094715
Port Michael,2017-01-02 00:38:23,8.93,1788611901389
Lake David,2017-01-01 22:42:25,40.45,4570945974262
West Lanceview,2017-01-02 09:35:01,40.23,4283130242304
New Catherine,2017-01-01 16:26:40,31.78,9101138489130
Tammyburgh,2017-01-01 19:56:38,43.11,1746878188615
Scottside,2017-01-02 08:42:00,5.63,7348475329381
Suzanneborough,2017-01-03 05:14:04,14.93,1252062260666
Tammyburgh,2017-01-01 06:44:03,21.27,5035612751038
Thomashaven,2017-01-03 08:21:25,4.97,4694098716422
Michaelfurt,2017-01-01 19:56:11,16.02,3432380945362
Michaelfurt,2017-01-01 09:51:30,19.85,8909824458863
South Mariahaven,2017-01-02 15:15:26,7.88,2909103160650
North Audreyfort,2017-01-02 19:11:53,11.83,9890343505871
Theresaland,2017-01-02 09:24:36,37.72,9628645984328
North Erikaport,2017-01-02 13:10:10,15.27,0738727376046
Port Sandraport,2017-01-02 18:42:02,41.98,8674827867287
South Mary,2017-01-02 08:39:35,22.13,0573550836387
Lake David,2017-01-02 20:40:21,20.29,4194629962101
Johnsonburgh,2017-01-03 09:19:43,5.24,0264824608754
Jamesbury,2017-01-03 00:53:23,25.04,8523035508270
Catherinebury,2017-01-01 02:39:15,33.36,8583545753348
Markborough,2017-01-01 00:43:33,7.87,4357119351445
South Mary,2017-01-03 03:49:33,43.68,5596590730632
Lake David,2017-01-01 21:43:44,32.31,2640446558734
New Holly,2017-01-01 05:16:57,5.57,1697548120995
East James,2017-01-02 12:17:38,7.14,5423445330559
Karenfurt,2017-01-02 06:44:25,36.98,1205439157366
Port Stacyfort,2017-01-01 03:28:00,9.56,5370572452305
West Kennethland,2017-01-01 15:09:40,29.22,6934018107663
Port Sandraport,2017-01-02 23:37:37,21.82,3805745827335
North Karenfort,2017-01-01 07:36:15,6.66,3242609215738
Curtismouth,2017-01-03 10:41:49,4.7,7548406689069
Jamesbury,2017-01-02 08:40:35,29.54,8049965531046
Thomashaven,2017-01-02 04:17:12,9.58,2703461421114
Mathewfurt,2017-01-01 04:23:11,20.05,0237628346641
Thomashaven,2017-01-01 23:57:58,12.72,2188435875450
Scottside,2017-01-03 10:53:18,38.68,4807233634226
New Adrian,2017-01-01 15:28:12,6.96,1334794274811
New Katherine,2017-01-03 08:42:39,7.55,8467043924601
West Nathanville,2017-01-02 17:06:29,25.86,4749103273343
East Karenmouth,2017-01-03 01:05:13,26.97,1149124702779
Curtismouth,2017-01-02 17:12:39,37.78,5992609032344
Alexisfort,2017-01-01 04:35:16,41.14,0235226513731
Joefort,2017-01-02 16:16:59,23.7,7204535555629
Piercetown,2017-01-01 18:00:37,19.97,8720267971364
West Lanceview,2017-01-01 09:45:32,22.91,8147553372740
Thomashaven,2017-01-01 14:42:29,36.18,8623686819753
New Catherine,2017-01-02 16:48:12,26.0,6257465802012
New Robin,2017-01-02 10:52:09,23.56,7817995587699
North Audreyfort,2017-01-01 14:53:20,34.77,7788333549986
New Shawnville,2017-01-03 06:25:40,16.82,5954147784048
Lindseymouth,2017-01-01 12:14:25,6.8,4122524510950
New Adrian,2017-01-02 18:56:17,30.78,4958442811028
West Robertchester,2017-01-02 17:48:05,23.97,1889490041378
Port Stacyfort,2017-01-01 03:16:20,32.7,2874712930348
Suzanneborough,2017-01-02 17:27:13,37.89,5322994863917
North Krystal,2017-01-01 05:20:46,35.71,7620046747801
North Rachaelberg,2017-01-01 03:08:12,29.0,4136690011685
New Jonathanberg,2017-01-01 11:29:49,9.77,1140657000936
South Mary,2017-01-01 12:31:25,11.18,2377386872001
West Nancy,2017-01-02 11:34:29,20.2,3790576009916
Alexisfort,2017-01-02 20:04:47,21.79,6499555613744
Suzanneborough,2017-01-01 03:05:52,8.36,5251308719995
Mathewfurt,2017-01-02 11:31:44,28.08,2733187036026
Curtismouth,2017-01-03 04:29:50,32.95,8831673227034
Port Michael,2017-01-02 19:04:22,39.26,7599296448731
New Shawnville,2017-01-01 02:01:04,10.69,8891725760735
East April,2017-01-01 06:20:24,25.77,7285641958627
New Christopherfurt,2017-01-01 10:05:23,33.77,0670042866003
Fergusonburgh,2017-01-01 18:09:14,19.13,1157240325864
Jamesland,2017-01-01 03:14:38,40.51,8352012372081
East Johnnyborough,2017-01-02 21:04:59,24.24,1533677638003
Fergusonburgh,2017-01-03 10:05:03,39.98,7770307869954
Paulville,2017-01-03 10:38:51,32.11,5831269707660
Anthonyfurt,2017-01-03 10:34:57,20.55,0313897714807
New Justinport,2017-01-03 06:40:06,16.8,6067733104164
Fergusonburgh,2017-01-03 09:50:36,15.87,3103408178498
Heatherland,2017-01-01 17:58:49,13.09,0503562727854
Lake Donna,2017-01-02 23:04:14,12.6,7274496724341
Amberberg,2017-01-01 12:37:15,47.45,4299959824775
Gatesborough,2017-01-01 19:51:46,16.52,4658380290076
Xavierborough,2017-01-01 08:13:00,29.85,1772334464467
Elizabethland,2017-01-02 21:18:03,26.6,2724729019560
Hillstad,2017-01-02 17:01:18,32.73,0013000277815
Kaylaton,2017-01-03 11:12:51,13.22,6106699185432
Port Joshuafort,2017-01-03 09:42:09,26.33,7841704373631
Heatherland,2017-01-02 12:07:33,45.9,3934383776689
Hillstad,2017-01-01 07:02:21,20.7,9131843920710
North Vickifurt,2017-01-02 10:06:49,13.1,0549133342262
West Michaelfurt,2017-01-03 10:05:18,22.78,9298623010990
West Darrellmouth,2017-01-01 01:08:17,21.42,8998637277068
Hillstad,2017-01-01 02:26:48,46.18,1989793586139
Pollardfort,2017-01-01 08:57:44,43.28,9962539047370
Davidbury,2017-01-02 04:33:55,14.5,4283175240990
Russellfurt,2017-01-03 11:43:51,19.43,0677195763708
Kleinville,2017-01-02 13:21:54,34.23,9173149537681
Port Bryan,2017-01-01 22:46:24,19.29,0211261272192
Russellfurt,2017-01-02 16:44:07,17.76,6658795382326
East Amanda,2017-01-01 22:47:16,23.41,6194221882546
East Amanda,2017-01-02 21:26:41,22.1,0843781505421
Jamesland,2017-01-02 22:07:06,12.53,7404368983648
Hillstad,2017-01-01 15:15:57,15.01,5886328942728
Jamesland,2017-01-03 08:56:21,26.54,5989688695539
New Ginahaven,2017-01-02 08:49:45,28.09,8319053487655
Davidbury,2017-01-01 06:52:09,35.54,2913495561926
Hallmouth,2017-01-01 15:58:32,39.83,2541438897834
Davidbury,2017-01-02 02:50:18,13.07,3575754966041
Williamsonville,2017-01-01 04:18:49,14.25,4730035378671
North Vickifurt,2017-01-03 10:06:58,47.5,6451449830774
Heatherland,2017-01-01 17:50:03,45.11,0384001140522
Heatherland,2017-01-01 22:54:01,37.27,1104286683854
Lake Ryanchester,2017-01-01 10:53:35,31.63,1439539843991
West Darrellmouth,2017-01-02 02:56:15,25.04,3788475048907
Fergusonburgh,2017-01-03 02:43:09,27.65,3386898693850
Boyleberg,2017-01-03 12:25:59,31.09,6949840101581
Lake Ryanchester,2017-01-03 02:18:43,14.23,3602236014195
Kaylaton,2017-01-03 09:06:04,25.84,9410580474183
Robertsonhaven,2017-01-02 07:26:38,25.61,0430507733857
Lake Ryanchester,2017-01-01 17:19:22,48.56,0429356237982
Hillstad,2017-01-02 00:57:48,40.72,7540794830771
Marieview,2017-01-01 08:06:44,37.84,4979314409655
Michaelchester,2017-01-03 12:35:35,29.84,4397053314489
Williamsonville,2017-01-02 08:56:29,24.84,6735060441398
Russellfurt,2017-01-02 07:30:11,37.76,0798597008973
Williamsonville,2017-01-02 07:31:59,47.76,1378952862076
West Darrellmouth,2017-01-01 05:34:20,12.91,2396836350746
West Michaelfurt,2017-01-01 02:06:00,34.52,2732651565956
Robertsonhaven,2017-01-02 14:32:26,39.2,0711709715293
South Lisaport,2017-01-01 20:44:02,31.55,1220933055628
New Christopherfurt,2017-01-02 19:48:53,21.16,5055121854648
East Johnnyborough,2017-01-02 05:43:34,45.55,6857014953372
Port Joshuafort,2017-01-01 18:33:24,33.54,6909334734015
Nguyenmouth,2017-01-01 04:09:07,47.86,1485472118450
Knightberg,2017-01-03 00:06:57,43.47,7677556784703
New Ginahaven,2017-01-02 06:44:58,16.15,8651872698400
East Amanda,2017-01-01 20:15:00,44.74,5632902807101
Port Bryan,2017-01-03 08:38:09,29.23,5664734747843
West Darrellmouth,2017-01-02 11:54:37,19.68,3143991719494
Elizabethland,2017-01-02 23:36:38,33.72,3062270761651
Jamesland,2017-01-01 04:04:38,25.39,4291460571681
Lawrenceton,2017-01-03 04:37:11,27.42,8174871241809
Anthonyfurt,2017-01-01 19:31:02,22.41,2287664656738
Robertsonhaven,2017-01-02 11:49:25,22.8,5039740429333
East Amanda,2017-01-01 11:23:33,42.87,9480428923647
Port Bryan,2017-01-02 15:07:10,37.28,3201235016386
Lake Michaelport,2017-01-03 09:49:46,32.32,9830241636666
Russellfurt,2017-01-02 23:45:36,42.11,0254534184044
Gatesborough,2017-01-02 20:34:43,16.61,4919933615983
Hallmouth,2017-01-01 03:23:46,26.37,5168528715068
Lake Michaelport,2017-01-03 10:42:22,41.72,9492787429272
Gatesborough,2017-01-02 17:05:13,31.17,3510125494402
North Vickifurt,2017-01-01 15:22:27,22.34,4973441033646
East Johnnyborough,2017-01-02 07:35:26,27.85,0299087290941
Gatesborough,2017-01-01 23:23:15,14.12,4900191144520
Pollardfort,2017-01-01 01:31:07,48.94,2618548008327
East Amanda,2017-01-01 12:07:17,22.99,1615956173648
Elizabethland,2017-01-03 04:05:17,44.26,8027711481401
Gatesborough,2017-01-03 02:06:36,20.82,5516096606736
East Johnnyborough,2017-01-02 05:54:22,29.24,2646853521446
East April,2017-01-01 05:04:02,32.03,9947248164105
Port Bryan,2017-01-02 04:32:23,23.23,4664661357147
Michelleside,2017-01-02 19:15:35,41.99,0601575951515
Michelleside,2017-01-01 06:02:21,33.14,4374204143914
South Lisaport,2017-01-02 21:32:03,31.13,4828783111593
North Ernestfurt,2017-01-02 09:48:43,30.47,4220918988078
Davidbury,2017-01-02 06:58:02,23.08,2318789613488
Fergusonburgh,2017-01-02 20:41:34,17.72,6080968825642
East April,2017-01-02 15:31:21,22.91,8541694253935
Anthonyfurt,2017-01-01 20:57:58,48.93,6212154646308
Lake Ryanchester,2017-01-02 18:43:40,36.53,7389772792515
Lake Ryanchester,2017-01-02 10:47:08,49.84,4914089212963
East Johnnyborough,2017-01-03 06:35:27,46.49,3763807048589
Russellfurt,2017-01-01 03:50:51,35.28,8123290935882
Heatherland,2017-01-02 15:16:49,27.58,3143602660276
Knightberg,2017-01-03 11:41:32,31.99,0191581930388
North Ernestfurt,2017-01-02 21:23:45,41.33,1185917032548
Gatesborough,2017-01-02 09:52:55,15.03,1139917328187
Jamesland,2017-01-02 01:04:22,13.33,1125413241273
Port Joshuafort,2017-01-02 11:28:28,13.33,5794516136241
North Ernestfurt,2017-01-01 09:39:17,31.23,6571989810118
New Christopherfurt,2017-01-01 12:21:45,44.47,4274279067231
Pollardfort,2017-01-02 18:56:33,35.59,2703401199592
Davidbury,2017-01-01 16:31:30,41.95,9277534868579
Fergusonburgh,2017-01-01 11:08:56,47.65,8554239722261
Knightberg,2017-01-03 07:31:47,43.45,6255469444504
Amberberg,2017-01-01 23:49:34,13.13,3262138179073
Boyleberg,2017-01-01 16:40:14,29.62,8229907856820
Knightberg,2017-01-02 16:31:44,18.13,4980233750797
Pollardfort,2017-01-01 15:49:08,22.58,6209891356379
Michaelchester,2017-01-01 04:58:03,26.19,1567827424642
North Ernestfurt,2017-01-03 01:51:25,28.6,6017247333123
Davidbury,2017-01-01 12:37:41,23.44,1399652007673
Paulville,2017-01-03 02:55:41,35.65,8459900170344
Boyleberg,2017-01-02 15:46:27,37.19,3598826812299
Robertsonhaven,2017-01-01 19:10:30,32.47,7526606133636
Hillstad,2017-01-01 20:25:45,28.67,3048559573320
Marieview,2017-01-01 06:48:49,25.24,5041689466287
Adamschester,2017-01-02 16:19:03,31.09,7079690106388
North Vickifurt,2017-01-01 09:03:52,33.7,3349522804817
Elizabethland,2017-01-01 10:08:03,34.22,3029847241527
East Amanda,2017-01-01 09:17:02,12.7,9123352204986
New Ginahaven,2017-01-01 18:19:13,15.24,8040888414171
Lake Donna,2017-01-02 13:27:10,26.32,0669971595849
Lake Michaelport,2017-01-01 04:11:06,41.88,3324221681082
Michelleside,2017-01-02 20:21:09,40.88,0337544252740
Michaelchester,2017-01-02 19:19:41,30.06,2258453831698
North Ernestfurt,2017-01-01 22:56:54,34.52,5372038975250
East Johnnyborough,2017-01-03 08:00:35,31.45,9850791414606
Heatherland,2017-01-03 09:27:18,19.89,0226271955812
New Ginahaven,2017-01-01 11:53:09,21.44,4977961374944
Kleinville,2017-01-03 04:24:09,32.84,0292830172143
South Lisaport,2017-01-01 16:28:14,16.3,9244720317999
Marieview,2017-01-01 10:41:03,15.88,8989205211188
East April,2017-01-02 19:53:40,47.82,9942363475488
Amberberg,2017-01-02 18:30:07,37.95,8027077573321
Robertsonhaven,2017-01-02 00:15:10,29.16,8038692883504
Robertsonhaven,2017-01-03 02:18:51,28.96,2499025933628
East Amanda,2017-01-01 11:11:44,21.23,3011155319760
Gatesborough,2017-01-01 00:55:16,36.26,3684650029177
Lawrenceton,2017-01-01 06:33:14,45.52,7303172709829
West Michaelfurt,2017-01-02 04:12:26,29.03,9257911600725
Russellfurt,2017-01-01 06:04:53,14.27,0957403460750
North Vickifurt,2017-01-02 00:20:41,23.86,4585238921748
Michelleside,2017-01-03 02:42:24,23.91,5120563369941
Davidbury,2017-01-01 01:05:17,40.2,0430193590260
Lawrenceton,2017-01-02 10:07:19,18.25,1993543821340
Knightberg,2017-01-03 02:59:54,19.32,6735084081914
Fergusonburgh,2017-01-03 11:40:50,24.14,1509575874362
Marieview,2017-01-01 01:29:09,26.81,1910503151323
Amberberg,2017-01-02 00:47:04,32.99,0531883336790
Boyleberg,2017-01-02 00:23:47,29.89,6582584894151
North Vickifurt,2017-01-02 22:00:48,31.5,2841109878187
Xavierborough,2017-01-02 06:05:46,25.19,9421666847357
East Amanda,2017-01-02 21:29:05,30.07,6865618244697
Amberberg,2017-01-03 12:08:08,20.67,7901395624341
Fergusonburgh,2017-01-01 04:05:27,25.48,4860466633381
East April,2017-01-02 21:37:08,24.82,6773992337198
New Christopherfurt,2017-01-01 01:53:18,27.36,8013278638624
Pollardfort,2017-01-01 10:11:03,41.37,0821923926853
West Michaelfurt,2017-01-01 19:54:17,13.28,4716648847834
Xavierborough,2017-01-01 20:52:46,34.95,8922421558972
Lake Ryanchester,2017-01-01 14:50:30,47.57,6690296642059
North Ernestfurt,2017-01-01 05:39:58,28.07,6359803752666
Kaylaton,2017-01-01 14:10:57,48.36,6519776094198
Lake Donna,2017-01-01 15:05:33,29.06,3268094824965
East April,2017-01-02 11:33:50,20.62,6304538415300
Kleinville,2017-01-03 10:30:12,48.3,6155346949040
Fergusonburgh,2017-01-01 15:25:00,38.42,4328761880935
Lake Ryanchester,2017-01-02 05:48:01,39.27,0384111043355
North Ernestfurt,2017-01-02 06:47:14,42.31,5151956453671
North Vickifurt,2017-01-01 15:09:39,31.48,4312775971932
Anthonyfurt,2017-01-01 01:25:53,35.16,2742840005767
Williamsonville,2017-01-03 10:49:33,30.18,0432242023835
Davidbury,2017-01-01 07:38:13,39.87,1834907227388
Robertsonhaven,2017-01-02 11:08:21,47.98,7428189786691
Elizabethland,2017-01-02 01:57:36,44.29,6128463537612
Robertsonhaven,2017-01-02 04:18:18,16.79,0108929671650
Port Bryan,2017-01-02 08:00:38,19.44,7196095158542
Davidbury,2017-01-01 03:05:14,31.07,5465962207228
Michaelchester,2017-01-01 20:10:24,41.62,9013296912804
Fergusonburgh,2017-01-01 23:44:16,40.93,9349925330702
Michelleside,2017-01-01 11:06:40,22.78,5742906665987
Lawrenceton,2017-01-03 11:08:02,44.97,8273707142393
Gatesborough,2017-01-02 03:18:19,23.08,3953163075149
New Christopherfurt,2017-01-02 10:17:48,47.34,1364846337751
Port Bryan,2017-01-02 07:31:22,36.74,8496440324851
Robertsonhaven,2017-01-01 23:29:25,40.17,3305555085432
Williamsonville,2017-01-02 09:19:45,27.42,4179577049609
Hallmouth,2017-01-03 08:04:13,27.27,9775049627082
East Johnnyborough,2017-01-01 18:08:41,23.82,5281444484525
Paulville,2017-01-03 11:39:32,33.61,0179737899253
South Lisaport,2017-01-03 07:19:13,17.15,9990676259417
Fergusonburgh,2017-01-01 04:54:08,22.34,9883494029969
New Christopherfurt,2017-01-01 20:22:31,26.16,9040147562154
Lawrenceton,2017-01-01 15:45:57,42.2,2275499278478
New Justinport,2017-01-01 19:39:23,39.47,1726260285443
New Ginahaven,2017-01-02 11:56:16,21.56,2705846654551
Michaelchester,2017-01-03 04:06:21,48.63,3454314849744
North Ernestfurt,2017-01-01 17:00:46,41.23,9590072922122
North Vickifurt,2017-01-01 21:11:23,23.73,5072545197908
Gatesborough,2017-01-01 23:24:35,42.46,8139228907715
Davidbury,2017-01-02 13:29:26,16.92,4551735392442
Elizabethland,2017-01-02 06:17:25,12.54,4735683876166
Lawrenceton,2017-01-01 23:20:44,38.07,6808685007529
Nguyenmouth,2017-01-01 16:49:03,46.82,1944547833846
Kleinville,2017-01-02 18:57:41,13.08,8010716893652
Port Bryan,2017-01-01 22:07:41,46.64,9364354150905
Port Joshuafort,2017-01-02 03:25:06,27.74,3915668326928
Lawrenceton,2017-01-02 04:30:09,40.53,3116479622012
Williamsonville,2017-01-01 15:09:51,43.75,6610337527336
Kaylaton,2017-01-03 08:31:41,16.55,0221496587107
South Lisaport,2017-01-01 21:08:19,43.59,1203409796546
Michaelchester,2017-01-02 13:55:32,16.93,6248113082993
Elizabethland,2017-01-01 00:18:47,25.33,2288141624431
Heatherland,2017-01-02 03:40:06,36.69,2485906325958
Michaelchester,2017-01-02 18:46:37,19.3,1061578599401
Fergusonburgh,2017-01-02 15:35:37,48.49,9337149721468
Port Bryan,2017-01-03 10:05:57,16.92,4409069918817
Anthonyfurt,2017-01-02 08:57:06,32.25,9270581136233
East April,2017-01-01 07:23:05,14.1,3042574542972
Elizabethland,2017-01-01 15:08:49,16.34,4033329975052
Lawrenceton,2017-01-03 04:06:55,18.76,2486763883803
West Darrellmouth,2017-01-02 08:25:38,21.1,3592819057216
Williamsonville,2017-01-02 15:32:53,28.68,9445532467326
Jamesland,2017-01-03 11:15:00,48.73,9030307353203
Fergusonburgh,2017-01-02 23:26:43,45.64,3053450886219
Lawrenceton,2017-01-02 06:50:55,33.17,8636313192525
Jamesland,2017-01-02 03:22:57,40.31,0800150367103
Elizabethland,2017-01-01 08:19:48,18.82,2721938443988
Anthonyfurt,2017-01-01 15:12:22,20.88,4599126910813
